,positive_bert,negative_bert,neutral_bert
0,0.019286253,0.5846808,0.39603296
1,0.2056849,0.110087544,0.6842276
2,0.10586356,0.016538285,0.87759817
3,0.16199641,0.10743032,0.73057324
4,0.051906195,0.015625697,0.9324681
5,0.49002713,0.026687372,0.48328552
6,0.30883846,0.0070666,0.6840949
7,0.89386237,0.018093882,0.08804368
8,0.14291666,0.021768961,0.8353144
9,0.13228874,0.033389065,0.83432215
10,0.02120581,0.015046697,0.96374744
11,0.09776426,0.0220801,0.88015556
12,0.8846962,0.014589004,0.10071474
13,0.10149115,0.17685996,0.7216489
14,0.3563843,0.07189125,0.5717244
15,0.31352317,0.051572144,0.6349047
16,0.027015816,0.4415777,0.53140646
17,0.34768572,0.11100924,0.541305
18,0.04976056,0.016390534,0.9338489
19,0.025141641,0.020046212,0.9548121
20,0.046391547,0.22204533,0.73156303
21,0.61227286,0.024512608,0.36321452
22,0.1374296,0.026009737,0.8365608
23,0.09419345,0.16134167,0.7444649
24,0.061490852,0.113366485,0.82514274
25,0.16617262,0.40734822,0.42647916
26,0.032645036,0.25427118,0.7130838
27,0.072708145,0.030369123,0.8969227
28,0.48171327,0.08014661,0.4381401
29,0.015952677,0.82218945,0.16185798
30,0.020862654,0.048203256,0.930934
31,0.074650384,0.15171488,0.7736347
32,0.07189388,0.08355485,0.8445512
33,0.47171623,0.054881085,0.47340265
34,0.964835,0.006907013,0.028257983
35,0.83446515,0.009605312,0.15592946
36,0.023152187,0.6488481,0.32799977
37,0.8135635,0.02057613,0.16586028
38,0.17881837,0.04541142,0.7757702
39,0.024522154,0.4374968,0.53798103
40,0.048124865,0.24401505,0.7078601
41,0.1378445,0.035669446,0.82648605
42,0.3730235,0.022348383,0.6046281
43,0.48701638,0.08031878,0.43266475
44,0.39104396,0.08501719,0.52393883
45,0.07984698,0.28160542,0.6385476
46,0.1646584,0.022339288,0.8130023
47,0.4017973,0.114877455,0.48332533
48,0.6968024,0.014231957,0.28896567
49,0.06546546,0.050701186,0.8838334
50,0.4539491,0.021582905,0.524468
51,0.19000193,0.044612076,0.76538604
52,0.042172655,0.14129373,0.81653357
53,0.44515443,0.059145458,0.49570012
54,0.01192522,0.8404744,0.14760035
55,0.08800154,0.10317238,0.808826
56,0.15808718,0.03744226,0.8044705
57,0.18803522,0.09802358,0.7139412
58,0.4536119,0.124313235,0.42207482
59,0.08086683,0.052578185,0.86655504
60,0.3446406,0.074212834,0.5811466
61,0.8083787,0.029659292,0.16196199
62,0.11992507,0.3096678,0.57040715
63,0.12155592,0.024184497,0.8542595
64,0.17861244,0.067627996,0.75375956
65,0.07608614,0.33779594,0.5861179
66,0.26065207,0.33479854,0.40454933
67,0.06258577,0.7090458,0.2283684
68,0.013964859,0.53606474,0.4499704
69,0.94998676,0.0050477763,0.044965483
70,0.31148037,0.030039323,0.65848035
71,0.069525175,0.08939754,0.8410774
72,0.5097112,0.06290264,0.42738613
73,0.38478488,0.10943207,0.505783
74,0.38478488,0.10943207,0.505783
75,0.05443865,0.09037132,0.85519004
76,0.39330277,0.08407678,0.52262044
77,0.18052478,0.050825007,0.76865023
78,0.03132715,0.62993264,0.3387403
79,0.04424728,0.44400656,0.51174617
80,0.05622834,0.007758654,0.936013
81,0.39089403,0.05394819,0.55515784
82,0.9764222,0.003546076,0.02003169
83,0.9771697,0.0062652747,0.016564984
84,0.17144151,0.14784563,0.6807128
85,0.0840054,0.02668774,0.88930684
86,0.46061307,0.0666652,0.47272173
87,0.28615075,0.12479104,0.58905816
88,0.3513713,0.122761875,0.52586687
89,0.38478488,0.10943207,0.505783
90,0.072838396,0.10607402,0.82108754
91,0.20199487,0.011783089,0.78622204
92,0.05463286,0.028382592,0.91698456
93,0.09408522,0.066329025,0.8395857
94,0.38478488,0.10943207,0.505783
95,0.2843481,0.07515954,0.6404924
96,0.30300725,0.08659812,0.6103947
97,0.9157504,0.00870445,0.07554512
98,0.28879362,0.0855236,0.6256828
99,0.111696064,0.12128678,0.7670171
100,0.33448067,0.14595523,0.51956415
101,0.26054633,0.017797407,0.72165626
102,0.9764499,0.0031028301,0.020447247
103,0.27133092,0.09486788,0.6338012
104,0.4466366,0.14116865,0.4121948
105,0.4536119,0.124313235,0.42207482
106,0.20147365,0.0934089,0.7051175
107,0.07809195,0.09370455,0.82820356
108,0.6833011,0.06474684,0.25195208
109,0.85628366,0.02150786,0.12220844
110,0.20147365,0.0934089,0.7051175
111,0.80916476,0.02227375,0.16856144
112,0.6844372,0.052735034,0.26282778
113,0.07887467,0.16045843,0.7606669
114,0.29290918,0.013438854,0.693652
115,0.24460815,0.43640998,0.31898192
116,0.4536119,0.124313235,0.42207482
117,0.114865094,0.42617124,0.4589636
118,0.80560225,0.035524637,0.15887311
119,0.06961157,0.31957337,0.61081505
120,0.04050357,0.054177284,0.9053191
121,0.41598877,0.10292941,0.4810818
122,0.06718043,0.015055145,0.9177644
123,0.18656324,0.16936707,0.64406973
124,0.38478488,0.10943207,0.505783
125,0.08907742,0.49633756,0.41458508
126,0.018688366,0.83943605,0.14187554
127,0.61004156,0.032344755,0.35761374
128,0.54874295,0.088147335,0.36310974
129,0.16501613,0.07902794,0.75595593
130,0.6250138,0.055630818,0.3193554
131,0.4536119,0.124313235,0.42207482
132,0.11931124,0.011156887,0.8695318
133,0.3097031,0.093049556,0.5972473
134,0.324043,0.14523089,0.53072613
135,0.88549227,0.019425433,0.09508235
136,0.917446,0.014654853,0.06789913
137,0.73658043,0.02783733,0.23558225
138,0.83342993,0.003580789,0.16298932
139,0.80916476,0.02227375,0.16856144
140,0.5607484,0.031166539,0.40808505
141,0.22552367,0.09361119,0.6808651
142,0.22552367,0.09361119,0.6808651
143,0.22552367,0.09361119,0.6808651
144,0.041630015,0.090132006,0.868238
145,0.2833612,0.12610182,0.59053695
146,0.2395963,0.041874785,0.7185289
147,0.1424485,0.51941913,0.33813238
148,0.9698584,0.006179428,0.023962127
149,0.22552367,0.09361119,0.6808651
150,0.22552367,0.09361119,0.6808651
151,0.038426705,0.013240872,0.9483324
152,0.15486923,0.07683213,0.7682987
153,0.18749928,0.26103526,0.5514655
154,0.052897386,0.45955074,0.48755184
155,0.25929296,0.11431468,0.62639236
156,0.22552367,0.09361119,0.6808651
157,0.22552367,0.09361119,0.6808651
158,0.22552367,0.09361119,0.6808651
159,0.22552367,0.09361119,0.6808651
160,0.22552367,0.09361119,0.6808651
161,0.22552367,0.09361119,0.6808651
162,0.22552367,0.09361119,0.6808651
163,0.8778836,0.005117266,0.116999105
164,0.2074117,0.26129147,0.53129685
165,0.022427564,0.055951174,0.92162126
166,0.13527419,0.031494033,0.83323175
167,0.058059983,0.062996596,0.8789433
168,0.070359856,0.035243493,0.89439666
169,0.3300263,0.052017204,0.6179565
170,0.117347285,0.23843873,0.64421403
171,0.8264426,0.010022473,0.16353494
172,0.097582504,0.023550577,0.8788668
173,0.23944211,0.07641256,0.68414533
174,0.06981555,0.031324673,0.8988597
175,0.07821381,0.012498855,0.9092873
176,0.21902525,0.38699767,0.3939771
177,0.12635414,0.039744742,0.83390117
178,0.0848931,0.015217606,0.8998893
179,0.041424826,0.012974314,0.9456008
180,0.9375674,0.005720073,0.056712538
181,0.84074676,0.019098395,0.14015488
182,0.8827505,0.01332287,0.10392655
183,0.5592273,0.05504583,0.38572696
184,0.10609874,0.08624899,0.8076523
185,0.8554173,0.014654778,0.1299279
186,0.1072635,0.045580897,0.84715563
187,0.6730507,0.016496003,0.31045324
