,positive_bert,negative_bert,neutral_bert
0,0.044210356,0.07181688,0.88397276
1,0.1338305,0.07568837,0.79048115
2,0.14405185,0.016141502,0.8398067
3,0.096776485,0.021349985,0.8818735
4,0.514502,0.1652415,0.3202565
5,0.050809275,0.06612505,0.88306576
6,0.5600488,0.022473073,0.41747817
7,0.5282985,0.056653243,0.41504824
8,0.40823483,0.08270366,0.5090615
9,0.4474951,0.06389018,0.48861468
10,0.45046663,0.07685855,0.47267485
11,0.417184,0.11042388,0.47239208
12,0.033729263,0.0346716,0.93159914
13,0.5282985,0.056653243,0.41504824
14,0.44251677,0.0934177,0.46406552
15,0.37361288,0.059743565,0.5666436
16,0.44251677,0.0934177,0.46406552
17,0.417184,0.11042388,0.47239208
18,0.40823483,0.08270366,0.5090615
19,0.5282985,0.056653243,0.41504824
20,0.02929459,0.15966989,0.8110356
21,0.30159867,0.10488285,0.5935185
22,0.2584577,0.061986648,0.67955565
23,0.19582249,0.061468113,0.74270934
24,0.2773295,0.14237098,0.58029944
25,0.04604408,0.11905475,0.8349011
26,0.08075094,0.04469965,0.8745493
27,0.048904765,0.07390368,0.87719154
28,0.2773295,0.14237098,0.58029944
29,0.16430488,0.04512624,0.7905688
30,0.082499735,0.054780442,0.86271995
31,0.106018595,0.035560086,0.8584213
32,0.20742418,0.03167373,0.7609021
33,0.22263761,0.07485101,0.7025114
34,0.1972528,0.063411266,0.73933595
35,0.10799344,0.07694547,0.81506103
36,0.2717896,0.07452414,0.6536863
37,0.07981033,0.047003932,0.87318575
38,0.24769162,0.05180289,0.7005055
39,0.074162014,0.082150705,0.8436873
40,0.2773295,0.14237098,0.58029944
41,0.10785964,0.062283196,0.8298571
42,0.04759,0.37302223,0.5793877
43,0.03127017,0.5410294,0.4277005
44,0.13890547,0.113682285,0.7474122
45,0.62246025,0.009440065,0.36809966
46,0.024678718,0.74167633,0.23364484
47,0.21477813,0.07237942,0.7128425
48,0.008777712,0.8126197,0.17860256
49,0.13338152,0.07824732,0.78837115
50,0.06236006,0.241996,0.69564396
51,0.03202045,0.08964646,0.8783331
52,0.2773295,0.14237098,0.58029944
53,0.030400185,0.6523354,0.31726438
54,0.011284474,0.7502417,0.23847383
55,0.055129744,0.21263938,0.7322309
56,0.40469426,0.08835402,0.50695175
57,0.44251677,0.0934177,0.46406552
58,0.31708944,0.05885452,0.62405604
59,0.23728733,0.07667871,0.68603396
60,0.07852479,0.12157309,0.79990214
61,0.12790471,0.17924462,0.6928506
62,0.04039417,0.055230003,0.90437585
63,0.04040758,0.025765253,0.9338272
64,0.88916343,0.0058739013,0.10496267
65,0.17683002,0.11622523,0.70694476
66,0.015122153,0.6413849,0.34349295
67,0.11202479,0.05947771,0.82849747
68,0.021925563,0.60458857,0.3734858
69,0.029627431,0.32994476,0.6404279
70,0.22552355,0.09361122,0.6808652
71,0.4784695,0.012439192,0.5090913
72,0.77880335,0.01455896,0.20663767
73,0.11927724,0.055003423,0.8257193
74,0.417184,0.11042388,0.47239208
75,0.095596306,0.0796777,0.824726
76,0.1448532,0.22905739,0.6260894
77,0.020366283,0.30673265,0.67290103
78,0.2126982,0.02232792,0.7649739
79,0.32519776,0.13218942,0.54261285
80,0.10077564,0.033030786,0.86619353
81,0.1810733,0.041642494,0.7772842
82,0.11325548,0.057686348,0.8290582
83,0.13864382,0.051331464,0.81002474
84,0.04843875,0.26386046,0.6877008
85,0.08510719,0.18072137,0.7341714
86,0.13738275,0.06412397,0.79849327
87,0.13452616,0.077730924,0.7877429
88,0.17586774,0.041121617,0.78301066
89,0.4027147,0.0702408,0.52704453
90,0.48403805,0.073121026,0.442841
91,0.32255623,0.079625696,0.5978181
92,0.3811153,0.10308663,0.51579803
93,0.07426851,0.09967763,0.8260538
94,0.008990893,0.83557504,0.15543407
95,0.31885707,0.035174765,0.6459682
96,0.33879802,0.013317902,0.64788413
97,0.12258769,0.03312373,0.8442886
98,0.069108844,0.22726344,0.7036277
99,0.14306875,0.036551874,0.8203794
100,0.01886772,0.45602736,0.52510494
101,0.08839502,0.05338561,0.8582194
102,0.16752036,0.054614227,0.7778654
103,0.10625806,0.06366175,0.83008015
104,0.057453588,0.36139435,0.581152
105,0.015515175,0.7070814,0.2774034
106,0.19013713,0.18984154,0.6200213
107,0.019270068,0.16868395,0.812046
108,0.18948038,0.05002112,0.7604986
109,0.13879633,0.08306916,0.77813447
110,0.31594938,0.08379797,0.60025257
111,0.41732857,0.052942894,0.5297286
112,0.041747008,0.27727705,0.6809759
113,0.037621386,0.26544803,0.6969306
114,0.24468869,0.0647185,0.69059277
115,0.056708515,0.16612174,0.77716976
116,0.11271606,0.09158587,0.79569817
117,0.10364839,0.048827462,0.8475241
118,0.24775742,0.07059315,0.68164945
119,0.19123809,0.06982184,0.73894006
120,0.12557843,0.02499433,0.8494272
121,0.48403805,0.073121026,0.442841
122,0.18804781,0.08452137,0.7274308
123,0.13920797,0.045364242,0.8154278
124,0.9407105,0.011582948,0.047706585
125,0.05773767,0.0838437,0.85841864
126,0.4536119,0.12431333,0.42207476
127,0.53586316,0.053412843,0.41072395
128,0.45653808,0.08966414,0.45379785
129,0.11402012,0.035199214,0.85078067
130,0.41732857,0.052942894,0.5297286
131,0.44554266,0.010540688,0.5439166
132,0.43454856,0.015145171,0.55030626
133,0.008274862,0.85349905,0.13822608
134,0.015368134,0.7015576,0.28307426
135,0.07694027,0.048027515,0.8750322
136,0.1274614,0.06326956,0.8092691
137,0.022259595,0.6134919,0.3642485
138,0.79999053,0.013171175,0.18683825
139,0.023962373,0.046986815,0.92905074
140,0.16537952,0.058279775,0.77634066
141,0.18808845,0.052333176,0.7595784
142,0.13788633,0.090919845,0.77119386
143,0.073903345,0.18513349,0.74096316
144,0.012928506,0.83379,0.15328147
145,0.1564622,0.01828468,0.8252531
146,0.05048839,0.26960337,0.6799083
