,positive_bert,negative_bert,neutral_bert
0,0.837152,0.0049572755,0.1578907
1,0.7171883,0.017630812,0.2651809
2,0.5282985,0.056653243,0.41504824
3,0.44251677,0.0934177,0.46406552
4,0.417184,0.11042388,0.47239208
5,0.40823483,0.08270366,0.5090615
6,0.015249622,0.6975224,0.28722805
7,0.009858307,0.73747075,0.25267094
8,0.28491032,0.13962053,0.57546914
9,0.0066560158,0.8105525,0.18279147
10,0.29229563,0.054667287,0.65303713
11,0.015962232,0.50899446,0.47504333
12,0.04124676,0.5074982,0.451255
13,0.2344948,0.09297006,0.6725352
14,0.64522314,0.011729048,0.34304786
15,0.04498078,0.4453102,0.509709
16,0.008928686,0.86282355,0.12824772
17,0.3882708,0.007831114,0.60389805
18,0.059779562,0.23783167,0.7023888
19,0.016152944,0.6317737,0.3520733
20,0.7917212,0.013248799,0.19502997
21,0.026053568,0.45035195,0.52359444
22,0.59487677,0.020919207,0.38420403
23,0.033302903,0.4186778,0.5480193
24,0.020640835,0.6637277,0.31563148
25,0.007099362,0.8486754,0.14422521
26,0.08807504,0.24958465,0.66234034
27,0.11182772,0.035829563,0.8523427
28,0.04956809,0.38695693,0.56347495
29,0.18829644,0.19083226,0.6208713
30,0.01060901,0.77345157,0.21593946
31,0.04297498,0.07254192,0.88448304
32,0.008061871,0.83877105,0.15316713
33,0.55643696,0.07662233,0.3669407
34,0.02115174,0.8813015,0.09754673
35,0.047171153,0.58310336,0.36972547
36,0.04163315,0.12522122,0.8331457
37,0.25744116,0.059829317,0.6827295
38,0.0065994766,0.8662035,0.12719706
39,0.0068627675,0.8204107,0.1727265
40,0.012852587,0.88117546,0.10597191
41,0.037491366,0.77954036,0.18296833
42,0.12859413,0.24632397,0.6250819
43,0.01757366,0.4209262,0.56150013
44,0.055949025,0.3920502,0.55200076
45,0.16857019,0.4074134,0.4240164
46,0.009182453,0.88221276,0.10860486
47,0.1534808,0.10474338,0.7417759
48,0.17504238,0.1955811,0.62937653
49,0.09421385,0.5920164,0.31376982
50,0.7748813,0.010388482,0.21473023
51,0.04076664,0.43707827,0.52215505
52,0.417184,0.11042388,0.47239208
53,0.07928003,0.41206634,0.5086536
54,0.3771,0.05862895,0.56427103
55,0.008624994,0.92182577,0.06954923
56,0.5282985,0.056653243,0.41504824
57,0.5922404,0.009864585,0.397895
58,0.01342929,0.7516292,0.23494154
59,0.017259069,0.8076931,0.17504776
60,0.023702785,0.2959501,0.6803471
61,0.011104921,0.39986646,0.5890286
62,0.0055033257,0.896675,0.09782165
63,0.074984655,0.018364476,0.9066508
64,0.17510706,0.09839198,0.726501
65,0.0092677595,0.6934049,0.29732728
66,0.23945713,0.055666227,0.7048766
67,0.18413262,0.03948987,0.77637756
68,0.012795428,0.5934233,0.39378124
69,0.014103684,0.7805119,0.20538442
70,0.26430753,0.06556555,0.670127
71,0.14250602,0.040495552,0.8169984
72,0.102081746,0.06275825,0.83516
73,0.016523646,0.6339591,0.34951732
74,0.15347734,0.48708454,0.3594381
75,0.032138724,0.09183409,0.8760272
76,0.2343116,0.13532169,0.6303667
77,0.8457653,0.011031679,0.14320299
78,0.0053770808,0.91624564,0.07837729
79,0.038802516,0.16211654,0.79908097
80,0.010153649,0.76539683,0.22444953
81,0.04118694,0.69944316,0.25936988
82,0.030521415,0.28144896,0.6880296
83,0.08769672,0.41677275,0.49553052
84,0.111043155,0.2780984,0.61085844
85,0.005393364,0.9132086,0.08139799
86,0.28514886,0.07835584,0.6364953
87,0.008434659,0.9075099,0.08405541
88,0.036878493,0.24051139,0.7226101
89,0.0202365,0.6800192,0.2997443
90,0.11966451,0.2653665,0.61496896
91,0.5554766,0.035586786,0.40893656
92,0.0583234,0.6440603,0.29761627
93,0.006095384,0.8904611,0.10344349
94,0.0073738894,0.7838528,0.2087732
95,0.04261711,0.34063333,0.6167495
96,0.008869635,0.8645962,0.12653422
97,0.0076237973,0.93823826,0.054137953
98,0.012932079,0.81006384,0.17700408
99,0.022234263,0.67924976,0.29851598
100,0.0069450657,0.88292617,0.11012883
101,0.5223208,0.0782692,0.39941
102,0.2880696,0.08596296,0.62596744
103,0.2522161,0.09668157,0.6511024
104,0.010925849,0.8743043,0.11476982
105,0.23454939,0.13368575,0.6317648
106,0.08051037,0.14939284,0.7700967
107,0.016165154,0.51804596,0.4657889
108,0.007828513,0.8393092,0.15286231
109,0.013584195,0.7691858,0.21722999
110,0.039618004,0.54655725,0.4138247
111,0.41325343,0.014563408,0.5721832
112,0.01086156,0.6939783,0.2951602
113,0.2865382,0.06939823,0.64406353
114,0.33784598,0.020429108,0.6417248
115,0.02619698,0.5650069,0.40879613
116,0.0157594,0.67864716,0.3055935
117,0.28033945,0.062522925,0.6571376
118,0.03850149,0.46708342,0.49441513
119,0.03974409,0.62863183,0.33162412
120,0.18420629,0.029464707,0.786329
121,0.031724337,0.5389361,0.4293396
122,0.5279919,0.02927213,0.442736
123,0.04089948,0.3796507,0.57944983
124,0.008278384,0.88027316,0.11144851
125,0.069803245,0.10184542,0.82835126
126,0.06937345,0.38489145,0.5457351
127,0.039245687,0.32578924,0.63496506
128,0.011890103,0.81603485,0.17207503
129,0.007519778,0.85700375,0.13547647
130,0.016708074,0.8127238,0.1705681
131,0.0353761,0.48728272,0.47734118
132,0.16029347,0.09941269,0.7402939
133,0.09421385,0.5920164,0.31376982
134,0.025582876,0.8294233,0.14499386
135,0.09421385,0.5920164,0.31376982
136,0.015014593,0.72827363,0.25671184
137,0.10604148,0.11892492,0.7750336
138,0.030047167,0.5172375,0.45271537
139,0.007551075,0.93773943,0.054709412
140,0.019614058,0.8599694,0.12041663
141,0.060195856,0.22251064,0.71729356
142,0.0052312757,0.9358232,0.058945466
143,0.03871012,0.34318125,0.61810863
144,0.17774796,0.08151696,0.74073505
145,0.46344426,0.104412325,0.4321434
