conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,time_diff,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
26vD44sevaT2b8Ppc,5,Low,Mixed,Low,Mixed,High,6,82.37448292784393,389.0,0.211759596215537,hbAMMYnnPo9zjBWh2,i am satisfied with what we have,2021-11-29 18:21:13.626000+00:00,i am satisfied with what we have,0.89178586,0.008034264,0.10017983,7,32,1,0.20372430196875724,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.0,0.01,0.02,0.06,0.0,0,0,1.0,0.2857142857142857,0,0.0,0,1.0,0.5,1.7579809824260886,0.49990674079664466,0.3472,easy,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
26vD44sevaT2b8Ppc,5,Low,Mixed,Low,Mixed,High,6,82.37448292784393,389.0,0.211759596215537,hL9FpgfJryv4BThtn,im happy with it,2021-11-29 18:21:21.704000+00:00,i'm happy with it,0.9540948,0.0045299423,0.041375197,4,16,1,-0.06981563157356285,-0.2672612419124244,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0,0,1.0,0.0,1,0.0,0,1.0,0.8,1.9577767568961215,0.6978564482401332,0.1984,easy,8.078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26vD44sevaT2b8Ppc,5,Low,Mixed,Low,Mixed,High,6,82.37448292784393,389.0,0.211759596215537,8crAngrR5aQfGWJwF,im happy with it,2021-11-29 18:21:40.281000+00:00,i'm happy with it,0.9558287,0.0044835075,0.039687827,4,16,1,-0.06981563157356285,-0.2672612419124244,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0,0,1.0,0.0,2,0.15409309791332262,0,1.0,0.8,1.963336567307815,0.7033648872817259,0.1984,easy,18.577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26vD44sevaT2b8Ppc,5,Low,Mixed,Low,Mixed,High,6,82.37448292784393,389.0,0.211759596215537,AndABvRJbK4my2JN9,im good,2021-11-29 18:21:42.395000+00:00,im good,0.69572765,0.03670337,0.26756895,2,7,1,-0.616895498658203,-0.8017837257372732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.011235955056179775,0,0.6000000000000001,0.7,1.1293135406728125,-0.1229519583144949,0.0992,easy,2.114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26vD44sevaT2b8Ppc,5,Low,Mixed,Low,Mixed,High,6,82.37448292784393,389.0,0.211759596215537,WoJMFXmqBKuPGsu5L,maybe switch out lamp or bench for something else since theyre both furniture,2021-11-29 18:22:03.585000+00:00,maybe switch out lamp or bench for something else since they're both furniture,0.058139075,0.051194817,0.8906661,13,77,1,2.3920437703073176,2.138089935299395,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.02,0.01,0.0,0.0,0.0,0.01,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0,0,1.0,0.0,0,0.0,1,0.0,0.0,-0.9151363109114024,-2.1485115632533813,0.6447999999999999,easy,21.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26vD44sevaT2b8Ppc,5,Low,Mixed,Low,Mixed,High,6,82.37448292784393,389.0,0.211759596215537,dgJypxgDSp2ja9Z4g,i am good,2021-11-29 18:22:12.053000+00:00,i am good,0.8510005,0.018792845,0.13020663,3,9,1,-0.616895498658203,-0.8017837257372732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.0,0,0,1.0,0.3333333333333333,0,0.0,0,0.6000000000000001,0.7,1.6272013127953886,0.3703354452493707,0.1488,easy,8.468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2ko6zswZxWcjTZyK9,5,High,Mixed,Low,High,High,8,84.28504195892147,420.0,0.2006786713307654,th6whkwWwb6cetJFD,ghost and soul seem possibly related,2021-12-02 18:17:05.884000+00:00,ghost and soul seem possibly related,0.08229524,0.111545816,0.80615896,6,36,1,0.47726423551107733,0.5640760748177662,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.039999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0,0,1.0,0.0,0,0.0,1,0.4,0.0,-0.8376787310777395,-1.0884002888456248,0.2976,easy,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ko6zswZxWcjTZyK9,5,High,Mixed,Low,High,High,8,84.28504195892147,420.0,0.2006786713307654,rzZd8eruMRa7SxRdF,true,2021-12-02 18:17:20.667000+00:00,true,0.5531138,0.08240711,0.36447906,1,4,1,-0.8904354322005231,-0.8461141122266493,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.65,0.35,0.672017290553598,0.34445979543927213,0.0496,easy,14.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ko6zswZxWcjTZyK9,5,High,Mixed,Low,High,High,8,84.28504195892147,420.0,0.2006786713307654,MS8Wp2iyGFjH5EpNN,agreed,2021-12-02 18:17:24.518000+00:00,agreed,0.20101444,0.20797773,0.5910079,1,6,1,-0.8904354322005231,-0.8461141122266493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.4570015038858992,-0.7270976186232879,0.0496,easy,3.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ko6zswZxWcjTZyK9,5,High,Mixed,Low,High,High,8,84.28504195892147,420.0,0.2006786713307654,4pT5WRNrTcwRA87ns,as well as computer and intelligence ie ai,2021-12-02 18:17:43.138000+00:00,as well as computer and intelligence (i.e. ai),0.21527049,0.0143435,0.77038604,8,42,1,1.0243441025957176,1.1281521496355325,0.0,0.0,0.0,0.03,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.009999999999999998,0.019999999999999997,0.0,0.0,0.0,0.019999999999999997,0.0,0.03,0.0,0,0,0.875,0.0,0,0.0,0,0.0,0.0,-0.41128898573628025,-0.6837116378230201,6.00705,difficult,18.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
