conversation_num,batch_num,round_num,round_index,task_index,complexity,type,social_perceptiveness,skill,speaker_nickname,message,normalized_score,score,duration,efficiency,message_lower_with_punc,turn_id,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
10,2NmZsqGiBSjj6MWqS,44DKQ89M9BuTfJGsq,5,5,Very high,ML,24.66666666666667,974.3333333333336,NULL_SPEAKER,nan,89.7590361445783,894,3.6666666666666665,24.479737130339537,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2NmZsqGiBSjj6MWqS,CQ7WuxAYgw7ot2Pji,2,2,Low,ML,24.66666666666667,974.3333333333336,NULL_SPEAKER,nan,98.4126984126984,434,1.55,63.49206349206349,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2NmZsqGiBSjj6MWqS,L7XczgXwp7EFHboau,4,4,High,ML,24.66666666666667,974.3333333333336,NULL_SPEAKER,nan,92.12481426448736,620,2.8,32.901719380174065,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2NmZsqGiBSjj6MWqS,Mks4iGhtP5RrSP8kc,1,1,Very low,ML,24.66666666666667,974.3333333333336,NULL_SPEAKER,nan,100.0,340,1.35,74.07407407407408,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2NmZsqGiBSjj6MWqS,drtr2Yh4eXzFxRjn4,3,3,Moderate,ML,24.66666666666667,974.3333333333336,8cr2PzdoFss6qxTKz,uhhhhhh cd in 105 is best  cd in 103 is second best,95.38690476190476,641,3.6,26.496362433862444,uhhhhhh c+d in 105 is best - c+d in 103 is second best,1,12,51,1,1.2091812505948019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0,0,0.6666666666666666,0.0,0,0.0,0,0.19999999999999998,0.6666666666666666,5.547533333333333,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,2ooC3jxB8hbbjRmT6,7AnxNH3bXDiADbgKa,1,5,Very high,LH,32.666666666666664,831.6666666666665,NULL_SPEAKER,nan,77.20883534136547,769,3.333333333333333,23.16265060240964,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2ooC3jxB8hbbjRmT6,R4sNqDMpgyzGkK8Mu,5,2,Low,LH,32.666666666666664,831.6666666666665,NULL_SPEAKER,nan,95.46485260770972,421,1.3166666666666669,72.50495134762765,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2ooC3jxB8hbbjRmT6,kK2HSPW9Zix39qNnt,4,3,Moderate,LH,32.666666666666664,831.6666666666665,NULL_SPEAKER,nan,81.54761904761905,548,1.5,54.36507936507937,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2ooC3jxB8hbbjRmT6,m7paRbvKxAW5SE3Bb,2,1,Very low,LH,32.666666666666664,831.6666666666665,NULL_SPEAKER,nan,96.47058823529412,328,1.2833333333333334,75.17188693659281,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2ooC3jxB8hbbjRmT6,z5rYdtzGNzF6F2M3T,3,4,High,LH,32.666666666666664,831.6666666666665,NULL_SPEAKER,nan,98.51411589895989,663,1.5833333333333333,62.21944162039572,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3NEkAaBTcobd7xXd6,5KcKREeNojiCixYq8,3,5,Very high,MH,31.0,1043.6666666666667,P7KqyRatJxveYT8Xx,nice,95.18072289156626,948,9.433333333333334,10.089829281791475,nice,1,1,4,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.6,0.0496,easy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,3NEkAaBTcobd7xXd6,KGgiHTvnwQJhdPa5S,4,1,Very low,MH,31.0,1043.6666666666667,c4s6uncfDCke8vfmy,i think thats it,100.0,340,2.216666666666667,45.11278195488722,i think that's it,1,4,16,1,-0.4159268777390173,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0,0,1.0,0.25,0,0.0,0,0.0,0.0,0.1984,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,3NEkAaBTcobd7xXd6,WkeeXETbyJZMfMy9o,1,4,High,MH,31.0,1043.6666666666667,c4s6uncfDCke8vfmy,alright how about we get a solution and then figure out what might be optimal,100.0,673,9.666666666666666,10.344827586206897,"alright, how about we get a solution and then figure out what might be optimal?",1,15,77,1,1.5703163902245392,1.408373701656092,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.01,0.01,0.02,0.07,0.02,0.01,0.0,0.0,0.02,0.01,0.09,0.0,1,0,1.0,0.06666666666666667,0,0.0,0,0.0,0.0,0.744,easy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
22,3NEkAaBTcobd7xXd6,WkeeXETbyJZMfMy9o,1,4,High,MH,31.0,1043.6666666666667,P7KqyRatJxveYT8Xx,sounds good sorry my bad,100.0,673,9.666666666666666,10.344827586206897,"sounds good sorry, my bad",2,5,24,1,-0.2353593079241485,-0.8153742483272113,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.0,0,0,1.0,0.2,0,0.0,0,0.7555555555555555,-0.16666666666666663,0.248,easy,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
22,3NEkAaBTcobd7xXd6,WkeeXETbyJZMfMy9o,1,4,High,MH,31.0,1043.6666666666667,c4s6uncfDCke8vfmy,there we go now to optimize,100.0,673,9.666666666666666,10.344827586206897,there we go now to optimize,3,6,27,1,-0.05479173810927971,-0.5929994533288809,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.04,0.0,0,0,1.0,0.16666666666666666,0,0.0,0,0.0,0.0,0.2976,easy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,3NEkAaBTcobd7xXd6,k8eaojxhwoAKdowfi,5,2,Low,MH,31.0,1043.6666666666667,NULL_SPEAKER,nan,99.31972789115645,438,4.5,22.07105064247921,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3NEkAaBTcobd7xXd6,w842apd6QbEDEqaTv,2,3,Moderate,MH,31.0,1043.6666666666667,c4s6uncfDCke8vfmy,so e stays in 104,96.875,651,8.55,11.330409356725143,so e stays in 104...,1,5,17,1,-0.05479173810927971,-0.5743665268941905,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,3NEkAaBTcobd7xXd6,w842apd6QbEDEqaTv,2,3,Moderate,MH,31.0,1043.6666666666667,P7KqyRatJxveYT8Xx,we should move a and g and then move b to wherever as neighbor is since that is its only constraint,96.875,651,8.55,11.330409356725143,we should move a and g and then move b to wherever a's neighbor is since that is it's only constraint,2,21,99,1,2.834289378928621,1.7230995806825715,0.01,0.0,0.01,0.04,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.04,0.0,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.02,0.03,0.06,0.03,0.01,0.0,0.0,0.01,0.01,0.13,0.0,0,0,0.8571428571428571,0.0,0,0.0,0,1.0,0.0,1.0415999999999999,easy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,3NEkAaBTcobd7xXd6,w842apd6QbEDEqaTv,2,3,Moderate,MH,31.0,1043.6666666666667,c4s6uncfDCke8vfmy,its solved def not optimized though,96.875,651,8.55,11.330409356725143,it's solved def not optimized though,3,6,35,1,0.1257758317055891,-0.4307748951706429,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
