,Team Composition,Team Size,Task Attributes,Task Complexity,Communication Process
0,-0.010629370461792131,-0.005640443886723023,0.2797123546470053,0.04630146560342674,-0.05374458313190078
1,-0.03568016247529959,-0.005934849658164154,0.19110017308516558,0.06501663912575362,-0.0036523742967766726
2,0.02139564735013122,0.005202950101408699,0.14741114813715306,0.05579761545615802,0.02794293467189668
3,0.020486939112515756,-0.0001730180401504633,0.05726090825335972,0.0715558257803276,0.05301389186323302
4,0.019058353706963294,-0.007056811524627449,0.11961439104083871,0.02897976843419403,-0.02189100779619846
5,0.03828453747780114,-0.00117189077159785,0.15926990697578225,0.10086119818017647,-0.06849468531760006
6,-0.0045573832489016475,0.004211958449598985,0.16402501032210948,0.028209058260766584,-0.02870225422963446
7,-0.0054912607775514655,-0.009173185741034873,0.18717043474354444,0.06552871709977315,0.010635437639189949
8,0.015686377099218607,0.0014882590878464441,0.15878151031103416,0.01455857095391222,-0.032062417669807664
9,-0.004331446299465691,-0.0033955755399579512,0.16533832900865653,0.04305665278388415,0.0020699789186765516
10,-0.0014315064142134126,-0.007416957993907403,0.19034488901990476,0.05623177715402006,-0.03188700238443665
11,-0.00012608722338169898,-0.008796145874096828,0.17866859030560267,-0.009600621502020568,0.05132876947808407
12,-0.0040772242254802915,-0.008234297460996798,0.1661508074485495,0.08851653141418003,-0.05501327590801375
13,0.04232567817184063,-0.006863024360871606,0.10696660767154909,0.01688474174648602,-0.04617850399839174
14,0.01870281073634794,0.0040424663841354125,0.09680291563299881,0.03774862072501517,-0.04326334387919717
15,0.09566698043796973,0.004783125789431408,0.12373561721591597,0.030998111818430818,0.005534344557259541
16,-0.023323419472324414,-0.009235707009224381,0.13639554232858841,0.09079829151460117,-0.010052693710923544
17,0.002035463192270215,-0.007800964148491518,0.19319698487836123,0.08454035848137409,-0.06861779795410095
18,0.027215492920716122,-0.008685402076232807,0.1390977671751985,0.034447645726216725,-0.03470945968759076
19,0.0032700461683666804,-0.009140210959977635,0.1058766649474211,0.08023440573480645,-0.017967565647710515
20,0.04464724744595039,0.0019423928644831667,0.16559105224230575,0.028970544756083072,-0.018702353111405
21,-0.010553697090393221,-0.007042104953584483,0.11747267726833421,0.046623028057700244,-0.015262557185237391
22,0.020833400530966828,-0.007654223505163316,0.17293131463014133,0.04078395218812092,-0.04381384747010175
23,-0.033652751876223075,0.009851852707924547,0.14515367689854863,0.020709663601396366,-0.05020838135768102
24,0.0030352239640273337,-0.006194842755305574,0.16248465587489969,0.021552781553506484,-0.03458196046230633
25,-0.027497456796329756,0.005974665496903286,0.255793404310531,0.019433414202619903,-0.013329895335448594
26,-0.009130365169194743,-0.004858077987167864,0.15232065393086558,0.028940386237242488,-0.032824537420796274
27,-0.03598413453890492,-0.010296881485100107,0.15347776151171744,0.01270255375189644,0.0018910996646949174
28,0.014178089359339174,-0.009738222105341698,0.15796148777669783,0.016137238235657048,0.0008881551027946077
29,-0.03629460082163605,-0.009886650702729538,0.17746898535363576,0.06042279286686303,-0.008530157714270903
30,0.056834579974990196,-0.0068726071147331425,0.1425490770254353,0.021254068164647477,-0.008178857637272552
31,-0.00029131440136587194,-0.007226661236833465,0.1381005931892545,0.04223525878893275,-0.05629662151977266
32,0.003475163810587545,-0.007496310274691886,0.17746221710450127,0.05264346186071389,-0.007125046144504044
33,0.013666954469527703,-0.003693633954953812,0.16514272901514027,0.023964365866035564,0.055251897283618234
34,0.04567368232288471,-0.00807961419146408,0.13988212008360912,0.061282576344641515,-0.06034595208416027
35,0.05366658931804247,0.0034045951947023756,0.14109351532688197,0.023764898276521396,-0.04714056211140383
36,0.02144218676744536,-0.007407914878975186,0.139224348543884,0.051023146859263346,-0.01248649528707424
37,0.026804039856287876,4.1240247673268726e-05,0.15185906272454308,0.037749901211829084,-0.029971327004842507
38,-0.01169597761081076,-0.008331244243870994,0.12421912963092785,0.0197615256728777,-0.03790808175102134
39,0.019719485907290224,0.007749031475757562,0.16768808841828664,0.035612091766748066,1.045634864094147e-05
40,0.02721053363239745,-0.004118412984932984,0.14239322768567308,0.033966503406052895,-0.005476674705509499
41,0.007238131216247723,0.002783110984990289,0.16822103004293387,0.03646106298410856,-0.0208409951841646
42,0.023576558095865008,-0.00040943950381100436,0.1508924055600832,0.033873977729733995,-0.00800839224378036
43,0.005469255284322738,-0.007276722093019883,0.1559685861826502,0.049124218135285114,-0.023860399862873916
44,-0.006483907615218554,-0.008124171912899492,0.19235441280717602,0.017044590515544744,-0.03599085977424488
45,-0.043705459485679166,-0.0062202642929078955,0.1346387436439952,0.02570639025511612,-0.020804680541721687
46,0.01559686509264635,-0.00821668435202394,0.1697770034067282,0.06367879738974525,-0.007626064145307643
47,0.00014707854044881952,-0.008581402516407044,0.24834337702887965,0.04901122673216918,-0.01342447874792363
48,0.0161113826461049,-0.00993947267901718,0.15137371409489064,0.05395032694160584,-0.07487530863064396
49,-0.015214541224800593,-0.0062703348609052245,0.12029976186033842,0.03181978012965225,-0.054648311192528665
50,0.006086425688034414,-0.004858119978429443,0.2529346528405717,0.058529865992292374,-0.04757102987361783
51,-0.025346370034371457,-0.008972310106537984,0.17235315728069112,0.05637410141883392,-0.029726078849537707
52,-0.016218891715201966,-0.0002498069255632007,0.047893067954491775,0.0329163522153334,0.008092890513619722
53,-0.021818337772199214,0.007904855944917633,0.208332077411022,0.0850292264557545,-0.04688690437839438
54,-0.006997017799402316,-0.008071038199404912,0.1432125116223879,0.001847943122750384,-0.01865058406301534
55,-0.02223395335950973,0.0006881637060126566,0.14102519015687676,0.04710169838026368,0.008788976464833786
56,0.04615552796387179,-0.005147804380668752,0.17016992370807582,0.042504495672565756,-0.10082081100092233
57,0.0056543532748326575,-0.004237953307556719,0.16371242288442345,0.06678329920054649,0.050918197607204174
58,-0.008895248511197051,-0.008228481684288802,0.13379514769415657,0.0240312629137297,-0.04135996041040024
59,0.03049489179982634,-0.008042470677040114,0.17460269908672676,0.0335693264367134,-0.03727528343595643
60,-0.060564316802400375,-0.008188430965781812,0.18379081446700374,0.06795188479990433,0.00995199933464963
61,-0.004059325111559042,-0.0008616767571543171,0.1818405782630731,0.07890901089295466,-0.041360152716716225
62,-0.03513810572593812,-0.009289050287832668,0.14248773905233014,-0.004158432398573053,-0.0062759310776676624
63,-0.0027196846031807276,0.005522678634850786,0.18964315900253803,0.04933534102490844,-0.02587111941270326
64,0.033835633138982635,-0.006948596658700401,0.19159535275915507,0.05947992940509328,-0.04662588690361469
65,0.013947124852585757,-0.006144488140442661,0.1309474192408241,0.04918866189073945,-0.0070498652031560916
66,0.005823115558870384,-0.00934568592300744,0.125549918077417,0.022554427371305086,-0.03840083166506325
67,-0.03494049647779862,-0.009511520794466932,0.16889912155930686,0.02039588840282358,-0.04026776189068926
68,0.028081328603190236,-0.011177254213394328,0.09890939351265304,0.024743214364250976,-0.00026124840708408037
69,0.016300571568004574,-0.008932882985605684,0.17182019399257054,0.04478525546260248,-0.03788491465338262
70,0.003841782681972883,-0.010408717996064798,0.10469055442411435,0.01622574906522878,0.0372392361019217
71,0.023458179892597797,-0.008514771549503974,0.1251157121457258,0.02417821584707991,-0.016186898259577864
72,0.010989270502061776,-0.009192557813689328,0.14613001168294426,0.040188216715539626,-0.03386341534389459
73,0.0019001550217453422,-0.009736895164451198,0.20057982040666067,0.030225704939750853,-0.0027202957860030796
74,0.0036924844848418292,-0.009574938361303742,0.14905767323128283,0.10435450434212112,-0.012250672218822034
75,0.01670062029503583,-0.007497610080860584,0.20526257101414236,0.025335551057172334,-0.016102158263529454
76,-0.009792325040086425,-0.007908088928168855,0.21913508403716875,0.013612315595225022,0.011368516864537881
77,0.005995103138606517,-0.006308700372308573,0.19916925429844157,-0.00022040419328783756,-0.03408139605228255
78,0.006017962796781573,-0.005466265618178756,0.12644938747807744,0.038302362817374314,-0.016536229244993317
79,0.05134968167937781,-0.0074393393593326085,0.13994907249152422,0.020553285561676682,-0.04371679363596637
80,-0.004684137694178192,-0.0015481148733618166,0.2416578466084467,0.07150464284205904,-0.04895920425489808
81,-0.016238495808568842,-0.009441111953601977,0.1802319874480326,0.019912399758944765,-0.030878321729344238
82,0.0342769491506163,-0.005356823667627131,0.16186559230060027,0.06039590712782539,-0.018237176456612936
83,-0.005743415189768619,-0.008267705579032336,0.1219106517861126,0.00529665853632777,-0.009984251876863803
84,0.004604302879345434,-0.00909590023426099,0.11267780530787785,0.03955298466573698,-0.027310288171936925
85,0.05649848684813352,-0.009119769371641162,0.21356140221516184,0.043936171022839976,-0.06134112329083585
86,-0.024328957681063912,-0.0050366079940611375,0.2549883894605811,0.07597018873532502,-0.00983449060260777
87,-0.0012320460777679454,-0.006007646635617592,0.1524467731464949,0.03162216060794365,-0.025528309475996824
88,-0.031978980366765164,-0.009586293794172418,0.11250198280174972,0.03167822465149317,-0.036197047890925926
89,0.019541990935383557,-0.0016424964005137266,0.13423372513615328,0.016552411830911717,-0.026206599061072255
90,0.01077419223405307,-0.008189430730445535,0.16609165596448472,0.067147146369681,-0.08171451129851626
91,0.014170371986297448,-0.00967249322405861,0.23087793171992133,0.014533607366733259,0.0025572152785788838
92,-0.038321131635061345,0.001538408414602066,0.18502638211680011,0.03233273936537384,-0.026070013124610547
93,-0.010485827114839363,-0.008298114145993463,0.20559993441897395,0.02063836685384357,-0.043821894505231995
94,0.02862209357135226,-0.006623163543353128,0.10860364414534163,0.04207652983155308,-0.016777346323570086
95,0.008509831184723704,-0.008191394209366987,0.20712689519586847,0.015478903127462695,0.0020419414514168954
96,0.0303874193463316,-0.004078226956327979,0.2608555286674198,0.047321304281378374,-0.0029607492600063345
97,0.004391636334538429,-0.00839061592802004,0.1536559494149521,0.04638370131657721,-0.03836613981173809
98,-0.009521856541062856,-0.004521870415906015,0.10059897007814267,0.03604944647778652,-0.028574314047837168
99,-0.009758691651866158,-0.002334731850683891,0.1827608899501626,0.08628253645008688,-0.008984431567453433
