batch_num,round_num,gini_coefficient_num_words,gini_coefficient_num_chars,average_message_count,std_message_count,average_word_count,std_word_count,average_info_exchange_zscore_chats,std_info_exchange_zscore_chats,average_info_exchange_zscore_conversation,std_info_exchange_zscore_conversation,max_messages,min_messages,max_words,min_words,max_info_exchange_zscore_chats,min_info_exchange_zscore_chats,max_info_exchange_zscore_conversation,min_info_exchange_zscore_conversation
26qvN26uKSbi4YagB,449jDgtx63i5j9RcP,0.0,0.0,2.0,0.0,10.0,0.0,0.36729166148360665,0.0,0.0,0.0,2,2,10,10,0.36729166148360665,0.36729166148360665,0.0,0.0
26qvN26uKSbi4YagB,Cqs5onGkRSXPxFSRg,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
26qvN26uKSbi4YagB,W3ppW49vDqgWReX9b,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
26qvN26uKSbi4YagB,iEWvDrB5PWLTyiaoH,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
26qvN26uKSbi4YagB,iGqfZym9yM43Mg3uQ,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2LB5TwGc9RqGmNGRh,EQTrkAYfJsPwhGPea,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2LB5TwGc9RqGmNGRh,fxPsTXDYQtYqPPSJD,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2LB5TwGc9RqGmNGRh,pMY7JBiHvm9w2ipwf,0.0,0.0,2.0,0.0,5.0,0.0,-0.8620048061940558,0.0,0.0,0.0,2,2,5,5,-0.8620048061940558,-0.8620048061940558,0.0,0.0
2LB5TwGc9RqGmNGRh,qbzemnQgjcGsGNESQ,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2LB5TwGc9RqGmNGRh,yWKoc9cCCREGK2sii,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2NmZsqGiBSjj6MWqS,44DKQ89M9BuTfJGsq,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2NmZsqGiBSjj6MWqS,CQ7WuxAYgw7ot2Pji,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2NmZsqGiBSjj6MWqS,L7XczgXwp7EFHboau,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2NmZsqGiBSjj6MWqS,Mks4iGhtP5RrSP8kc,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2NmZsqGiBSjj6MWqS,drtr2Yh4eXzFxRjn4,0.0,0.0,2.0,0.0,12.0,0.0,0.8590102485546717,0.0,0.0,0.0,2,2,12,12,0.8590102485546717,0.8590102485546717,0.0,0.0
2ooC3jxB8hbbjRmT6,7AnxNH3bXDiADbgKa,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2ooC3jxB8hbbjRmT6,R4sNqDMpgyzGkK8Mu,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2ooC3jxB8hbbjRmT6,kK2HSPW9Zix39qNnt,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
2ooC3jxB8hbbjRmT6,m7paRbvKxAW5SE3Bb,0.0,0.0,1.0,0.0,1.0,0.0,-0.7997913434003266,0.0,0.0,0.0,1,1,1,1,-0.7997913434003266,-0.7997913434003266,0.0,0.0
